[62, 4, 31, 27, 72, 70, 37, 56, 52, 6, 23, 65, 22, 5, 38, 26, 60, 71, 39, 12, 41, 50, 64, 43, 42, 73, 7, 59, 57, 29, 76, 8, 45, 1, 14, 11, 16, 20, 49, 2, 17, 55, 74, 58, 15, 54, 48, 68, 13, 28, 36, 25, 53, 24, 33, 46, 63, 66, 69, 10, 30, 9, 18, 40, 35, 61, 44, 21, 67, 47, 19, 3, 34, 51, 32, 75] => 564979.1864741076
[60, 64, 24, 32, 4, 68, 47, 30, 59, 18, 58, 55, 16, 40, 38, 39, 50, 36, 35, 44, 3, 2, 42, 73, 37, 45, 34, 6, 26, 48, 43, 31, 72, 56, 23, 71, 7, 54, 29, 57, 33, 62, 20, 74, 41, 15, 51, 66, 61, 28, 63, 52, 13, 27, 76, 69, 25, 1, 10, 11, 70, 5, 8, 46, 65, 49, 12, 21, 22, 75, 17, 9, 19, 53, 14, 67] => 563233.7578473462
[44, 1, 13, 58, 24, 23, 19, 50, 56, 65, 63, 60, 10, 36, 18, 42, 73, 32, 41, 35, 20, 48, 2, 57, 30, 66, 27, 22, 62, 51, 61, 15, 21, 39, 59, 5, 25, 11, 9, 45, 68, 49, 4, 70, 16, 34, 52, 43, 40, 64, 28, 38, 37, 69, 8, 12, 26, 7, 14, 54, 53, 6, 46, 3, 33, 75, 17, 55, 67, 29, 47, 72, 74, 31, 76, 71] => 560023.6710867672
[76, 12, 50, 6, 69, 73, 59, 35, 44, 9, 41, 38, 42, 14, 72, 36, 49, 27, 20, 51, 8, 63, 71, 67, 48, 53, 45, 13, 65, 25, 15, 10, 57, 55, 19, 18, 39, 46, 28, 37, 68, 33, 64, 22, 16, 62, 43, 26, 21, 54, 40, 7, 3, 24, 31, 56, 47, 17, 34, 75, 5, 58, 32, 2, 70, 60, 61, 66, 29, 23, 52, 74, 4, 11, 1, 30] => 587705.2939960579
[53, 59, 62, 68, 74, 73, 28, 27, 7, 2, 47, 14, 39, 51, 75, 50, 12, 11, 37, 45, 57, 24, 30, 58, 55, 18, 3, 9, 13, 10, 76, 5, 23, 17, 66, 35, 67, 40, 31, 1, 16, 44, 72, 54, 60, 41, 26, 64, 21, 34, 56, 33, 6, 42, 43, 70, 8, 61, 69, 65, 48, 36, 4, 32, 63, 20, 25, 71, 38, 22, 46, 49, 15, 52, 19, 29] => 585489.8216661187
[74, 73, 41, 65, 40, 48, 54, 63, 10, 7, 26, 39, 11, 53, 38, 20, 1, 5, 8, 52, 42, 24, 3, 44, 12, 43, 59, 50, 18, 64, 68, 22, 49, 51, 14, 36, 57, 15, 70, 55, 66, 47, 67, 33, 35, 45, 16, 60, 27, 21, 72, 32, 19, 46, 76, 62, 23, 31, 2, 9, 30, 6, 28, 58, 71, 61, 4, 13, 25, 69, 17, 56, 75, 37, 34, 29] => 569089.5964922843
[72, 14, 6, 31, 35, 49, 29, 25, 63, 42, 57, 55, 44, 3, 69, 56, 33, 47, 22, 24, 59, 36, 23, 53, 5, 65, 1, 64, 15, 20, 17, 39, 10, 30, 60, 75, 54, 48, 38, 73, 7, 46, 18, 8, 50, 71, 41, 16, 28, 21, 76, 74, 19, 4, 70, 13, 32, 2, 26, 34, 62, 45, 9, 66, 68, 61, 43, 51, 52, 40, 11, 37, 12, 67, 58, 27] => 581151.7500303246
[42, 68, 71, 8, 6, 14, 61, 19, 16, 55, 13, 11, 23, 63, 38, 75, 12, 66, 4, 27, 62, 2, 53, 33, 64, 50, 54, 45, 72, 28, 5, 31, 67, 7, 22, 58, 44, 32, 3, 37, 41, 74, 18, 65, 59, 24, 15, 56, 9, 10, 57, 60, 76, 20, 46, 34, 35, 49, 47, 25, 29, 51, 1, 26, 52, 17, 36, 21, 70, 39, 43, 48, 69, 73, 30, 40] => 587632.0482918104
[50, 40, 3, 1, 59, 14, 30, 18, 74, 53, 57, 17, 69, 34, 42, 68, 23, 7, 24, 48, 33, 5, 56, 44, 49, 26, 38, 72, 20, 51, 64, 29, 62, 25, 54, 11, 70, 12, 2, 47, 73, 27, 13, 60, 4, 35, 37, 16, 46, 21, 10, 9, 28, 75, 67, 6, 39, 8, 63, 52, 19, 71, 66, 15, 55, 43, 61, 76, 32, 22, 65, 45, 36, 41, 58, 31] => 613036.6899829516
[3, 32, 37, 5, 51, 43, 58, 16, 74, 26, 4, 66, 29, 38, 20, 17, 10, 2, 52, 23, 21, 63, 13, 24, 55, 14, 53, 35, 59, 65, 48, 56, 22, 49, 69, 71, 41, 47, 50, 72, 75, 42, 1, 9, 25, 6, 39, 67, 54, 19, 44, 36, 64, 7, 60, 46, 70, 31, 12, 57, 28, 76, 40, 8, 27, 45, 15, 18, 33, 11, 62, 30, 73, 34, 61, 68] => 601496.1905675734
[31, 16, 7, 52, 2, 25, 43, 63, 74, 24, 1, 17, 71, 32, 47, 3, 70, 58, 53, 41, 27, 14, 29, 23, 30, 39, 76, 69, 50, 15, 55, 22, 57, 72, 59, 56, 66, 60, 4, 46, 45, 21, 12, 33, 19, 13, 67, 40, 10, 44, 35, 5, 38, 75, 6, 49, 61, 48, 8, 51, 42, 68, 64, 54, 9, 11, 62, 37, 20, 36, 65, 18, 73, 26, 28, 34] => 581065.1325000281
[45, 36, 76, 13, 64, 57, 66, 28, 38, 48, 8, 59, 52, 21, 15, 3, 7, 68, 16, 41, 65, 67, 26, 4, 46, 18, 12, 39, 71, 73, 33, 47, 44, 62, 74, 51, 34, 58, 14, 11, 30, 22, 5, 6, 40, 25, 23, 2, 24, 29, 54, 37, 75, 72, 32, 55, 69, 61, 9, 43, 56, 17, 60, 27, 50, 10, 53, 31, 35, 42, 20, 49, 19, 70, 63, 1] => 560384.9374742745
[52, 66, 67, 30, 19, 58, 47, 56, 18, 48, 69, 64, 75, 61, 14, 4, 59, 49, 73, 43, 5, 35, 74, 53, 27, 45, 36, 41, 12, 44, 46, 33, 32, 76, 21, 38, 3, 29, 17, 15, 51, 72, 1, 9, 25, 6, 31, 10, 63, 55, 23, 28, 70, 11, 8, 22, 40, 54, 24, 20, 34, 68, 26, 71, 37, 16, 57, 60, 2, 42, 39, 13, 65, 50, 7, 62] => 576098.200022152
[73, 26, 32, 74, 43, 50, 2, 55, 29, 37, 48, 36, 76, 75, 53, 67, 13, 41, 33, 66, 47, 6, 16, 27, 34, 25, 58, 8, 45, 39, 12, 11, 10, 71, 57, 46, 70, 1, 62, 52, 15, 22, 4, 64, 23, 28, 63, 19, 20, 24, 9, 60, 42, 54, 18, 21, 61, 40, 69, 35, 17, 3, 68, 59, 56, 5, 51, 38, 65, 14, 31, 72, 44, 49, 30, 7] => 609399.8416230371
[27, 10, 28, 57, 17, 46, 71, 31, 50, 75, 69, 20, 53, 43, 49, 40, 51, 8, 48, 68, 64, 3, 21, 23, 36, 44, 33, 2, 56, 52, 37, 35, 59, 5, 55, 74, 76, 12, 72, 19, 60, 4, 45, 25, 30, 34, 41, 54, 65, 24, 62, 67, 18, 9, 6, 58, 63, 70, 22, 14, 42, 13, 32, 39, 66, 61, 73, 29, 7, 47, 1, 11, 16, 38, 15, 26] => 570890.5706016879
[40, 23, 3, 74, 25, 75, 60, 21, 5, 53, 14, 70, 46, 76, 30, 42, 52, 37, 49, 71, 2, 41, 45, 11, 54, 29, 18, 7, 56, 26, 69, 22, 8, 38, 58, 12, 9, 33, 31, 44, 43, 10, 66, 1, 34, 17, 57, 51, 20, 73, 64, 19, 62, 63, 50, 32, 4, 13, 28, 36, 47, 24, 35, 27, 39, 61, 67, 72, 16, 59, 48, 55, 68, 65, 6, 15] => 576856.4166467368
[58, 15, 59, 32, 37, 40, 67, 48, 39, 12, 23, 30, 42, 34, 71, 9, 56, 68, 62, 41, 45, 72, 22, 29, 28, 63, 65, 50, 27, 7, 1, 5, 66, 46, 10, 54, 49, 8, 25, 20, 47, 3, 36, 11, 69, 6, 70, 43, 73, 2, 76, 52, 19, 13, 35, 31, 55, 51, 75, 44, 74, 4, 14, 57, 60, 61, 16, 26, 21, 38, 17, 64, 33, 24, 18, 53] => 568632.5630264013
[12, 49, 13, 73, 44, 69, 46, 40, 47, 18, 5, 51, 26, 14, 39, 70, 76, 54, 42, 31, 17, 38, 9, 36, 66, 8, 32, 11, 21, 48, 37, 2, 71, 6, 27, 33, 15, 22, 74, 4, 29, 43, 57, 75, 50, 68, 19, 52, 65, 25, 23, 67, 24, 35, 10, 58, 64, 56, 63, 72, 59, 3, 62, 16, 28, 60, 7, 53, 34, 61, 41, 1, 45, 20, 30, 55] => 588313.0020433307
[67, 33, 75, 16, 42, 9, 24, 14, 64, 55, 53, 31, 26, 2, 72, 51, 7, 57, 49, 15, 56, 60, 21, 18, 59, 8, 1, 43, 38, 35, 19, 50, 71, 30, 61, 11, 46, 40, 34, 32, 44, 70, 29, 23, 47, 12, 52, 28, 4, 65, 25, 27, 48, 6, 39, 66, 36, 37, 58, 5, 62, 13, 3, 73, 63, 76, 54, 41, 10, 20, 45, 17, 22, 69, 74, 68] => 610354.9854489092
[22, 7, 20, 53, 65, 74, 36, 69, 71, 14, 2, 17, 60, 46, 26, 10, 33, 66, 31, 9, 64, 72, 32, 38, 67, 73, 41, 11, 1, 29, 5, 6, 35, 28, 62, 52, 58, 54, 51, 3, 42, 75, 23, 37, 39, 45, 56, 15, 48, 25, 40, 47, 4, 49, 19, 59, 27, 55, 13, 57, 68, 76, 61, 44, 43, 70, 63, 21, 34, 24, 30, 16, 18, 12, 50, 8] => 578054.9838658787
[5, 7, 68, 38, 72, 39, 9, 8, 35, 21, 16, 12, 23, 34, 24, 30, 57, 76, 32, 10, 51, 36, 40, 20, 19, 48, 66, 13, 75, 55, 71, 61, 14, 41, 52, 4, 3, 47, 50, 64, 43, 37, 70, 53, 17, 25, 60, 42, 15, 11, 65, 46, 67, 73, 56, 18, 59, 69, 28, 62, 27, 58, 31, 33, 29, 22, 26, 2, 63, 49, 45, 44, 74, 54, 6, 1] => 561663.3194439573
[50, 26, 70, 32, 61, 33, 35, 2, 67, 51, 59, 25, 57, 42, 65, 46, 7, 71, 47, 17, 13, 21, 20, 5, 68, 6, 43, 75, 22, 73, 8, 1, 38, 41, 18, 39, 14, 63, 66, 16, 76, 69, 44, 48, 28, 30, 56, 62, 52, 60, 3, 40, 23, 4, 74, 19, 45, 15, 58, 11, 24, 36, 10, 53, 55, 12, 54, 72, 29, 49, 31, 37, 34, 9, 64, 27] => 578289.075664566
[59, 6, 63, 49, 31, 13, 12, 40, 1, 67, 62, 43, 32, 4, 50, 33, 34, 71, 19, 46, 70, 56, 73, 21, 72, 16, 75, 51, 47, 65, 52, 26, 24, 76, 36, 14, 37, 5, 41, 68, 30, 22, 2, 17, 29, 69, 11, 64, 10, 44, 3, 23, 28, 55, 57, 39, 8, 48, 25, 20, 58, 27, 60, 42, 18, 54, 74, 53, 61, 38, 45, 15, 9, 66, 7, 35] => 583086.3461291583
[34, 4, 64, 53, 71, 29, 10, 26, 35, 58, 63, 67, 65, 22, 11, 3, 75, 74, 33, 49, 9, 6, 20, 60, 28, 50, 24, 8, 36, 30, 39, 2, 12, 55, 14, 42, 18, 57, 38, 51, 66, 62, 73, 13, 72, 56, 59, 69, 45, 16, 61, 76, 17, 21, 70, 19, 68, 37, 25, 48, 27, 47, 43, 15, 40, 54, 52, 31, 1, 32, 23, 44, 41, 5, 7, 46] => 553279.9766685866
[46, 55, 53, 42, 4, 11, 75, 60, 15, 33, 59, 44, 49, 26, 39, 32, 36, 54, 31, 40, 16, 48, 17, 23, 7, 9, 10, 1, 22, 65, 70, 8, 19, 63, 28, 43, 68, 20, 24, 45, 73, 37, 25, 74, 14, 18, 69, 3, 12, 30, 57, 52, 27, 51, 38, 64, 66, 29, 5, 13, 34, 35, 50, 6, 56, 21, 61, 71, 47, 72, 76, 58, 2, 41, 67, 62] => 559355.0794141457
